id,year,month,day,weekday,hour,minute,lat,lon
360646,2005,1,8,7,16,55,30.50191389,-88.15761389
360647,2005,1,9,1,19,30,33.99217778,-86.97063889
360648,2005,1,9,1,11,38,33.60045833,-86.32263889
360649,2005,1,1,7,13,52,34.63493056,-86.43383611
360650,2005,1,1,7,0,15,31.46446389,-87.38401667
360651,2005,1,1,7,3,15,33.09426667,-86.5356
360652,2005,1,11,3,18,45,33.39353056,-86.66547222
360653,2005,1,1,7,0,28,31.45836389,-86.42501111
360654,2005,1,1,7,22,30,33.87423889,-87.46010278
360655,2005,1,2,1,18,40,31.75100278,-85.95453056
360656,2005,1,1,7,7,20,33.60366111,-86.04551667
360657,2005,1,1,7,12,15,34.17189722,-87.42448889
360658,2005,1,1,7,17,10,34.09721389,-85.50035833
360659,2005,1,11,3,21,12,31.37877778,-85.39656389
360660,2005,1,11,3,15,50,34.10426111,-85.46968333
360661,2005,1,12,4,6,10,30.60334444,-87.75074722
360662,2005,1,4,3,12,15,34.58348611,-85.83915278
360663,2005,1,4,3,11,15,32.52013611,-86.43817778
360664,2005,1,2,1,20,50,33.98498056,-86.06944167
360665,2005,1,12,4,13,12,30.60015,-88.10321389
360666,2005,1,4,3,22,15,30.70555833,-88.215
360667,2005,1,7,6,22,0,33.87115833,-88.06781111
360668,2005,1,7,6,18,23,34.66243889,-86.78698889
360669,2005,1,7,6,17,53,33.29808889,-86.352825
360670,2005,1,7,6,18,20,33.63365833,-85.54073056
360671,2005,1,14,6,15,19,30.42849444,-88.24572222
360672,2005,1,28,6,15,15,32.55949722,-87.52901944
360673,2005,1,28,6,18,55,34.28603889,-86.12703056
360674,2005,1,29,7,0,40,33.26346944,-86.38000833
360675,2005,1,29,7,22,51,34.74696389,-86.98369167
360676,2005,1,30,1,16,44,34.73438333,-86.60680278
360677,2005,2,1,3,17,25,32.963125,-86.82651667
360678,2005,2,2,4,23,20,34.19101944,-87.66994444
360679,2005,2,3,5,21,35,34.32254167,-85.99928611
360680,2005,1,15,7,21,0,31.84861111,-86.67164722
360681,2005,1,16,1,19,0,33.92095833,-86.60746667
