id,year,month,day,weekday,hour,minute,lat,lon
323539,2006,4,10,2,15,55,34.94842778,-86.76090556
323540,2006,4,12,4,0,10,32.36995,-86.35168056
323541,2006,4,23,1,4,30,30.56727222,-87.740725
323542,2006,4,23,1,1,40,34.88038611,-87.65678611
323543,2006,4,6,5,7,53,34.52327778,-86.97031111
323544,2006,4,7,6,22,40,30.72319444,-88.06703889
323545,2006,4,14,6,21,15,30.5431,-88.16593611
323546,2006,4,16,1,9,0,31.76566944,-88.06601111
323547,2006,4,20,5,19,10,30.56205,-88.17233611
323548,2006,4,24,2,13,35,34.46600556,-85.93765833
323549,2006,4,20,5,14,40,33.477325,-86.82568333
323550,2006,4,24,2,15,50,33.66771389,-87.08209444
323551,2006,4,24,2,11,50,33.84971667,-87.42371389
323552,2006,4,25,3,14,0,33.85423056,-86.81239167
323553,2006,4,29,7,11,22,34.69063333,-86.92585556
323554,2006,4,26,4,18,51,33.94582222,-86.16300833
323555,2006,4,29,7,12,2,31.02924444,-87.72251389
323556,2006,4,30,1,3,20,33.62901944,-88.01196389
323557,2006,4,30,1,2,30,32.43182222,-86.96399167
323558,2006,4,28,6,21,37,33.43518611,-86.96089722
323559,2006,4,30,1,11,17,33.72073333,-87.81669722
323560,2006,4,13,5,14,34,31.66705,-86.7622
323561,2006,4,26,4,10,29,34.65916667,-86.32851944
323562,2006,4,19,4,2,40,30.50042778,-88.18296944
323563,2006,4,29,7,14,0,30.40443333,-88.14843333
323564,2006,1,30,2,14,40,32.46873889,-86.10484444
323565,2006,2,8,4,14,50,30.47265278,-87.70263611
323566,2006,4,26,4,17,40,33.42981389,-86.46270278
323567,2006,2,9,5,17,32,31.25303889,-85.41180556
323568,2006,3,13,2,4,54,30.29036111,-87.59919722
323569,2006,3,6,2,7,29,34.63635833,-85.728625
323570,2006,4,1,7,18,9,34.58836667,-86.20518056
323571,2006,4,1,7,3,45,32.81277778,-86.38344444
323572,2006,4,1,7,4,30,32.364525,-88.12707778
323573,2006,4,27,5,11,50,33.80763611,-87.14341944
323574,2006,4,28,6,0,25,33.90221389,-87.52645278
323575,2006,4,2,1,15,15,31.78200833,-85.75013056
323576,2006,4,3,2,14,45,32.93042778,-85.23313889
323577,2006,4,28,6,19,5,33.49349722,-86.89645
323578,2006,4,23,1,2,20,30.94830278,-88.22168611
323579,2006,4,3,2,10,10,32.83836389,-85.23265556
323580,2006,4,4,3,17,45,31.13406389,-85.24005
323581,2006,4,5,4,13,50,32.25415,-86.36441667
323582,2006,4,5,4,16,40,33.10605833,-86.30807222
323583,2006,4,8,7,13,19,33.47064722,-86.63356944
