id,year,month,day,wekkday,hour,minute,lat,lon
421508,2004,10,27,4,6,11,41.09144167,-73.97760278
421509,2004,8,10,3,13,30,40.64904444,-73.91324444
421510,2004,10,2,7,16,29,41.56973333,-74.22383889
421511,2004,3,6,7,6,15,40.74895833,-73.69847778
421512,2004,10,2,7,0,25,41.13049444,-73.74405556
421513,2004,3,15,2,8,15,40.722725,-73.47530278
421514,2004,10,3,1,8,1,41.48121944,-73.971225
421515,2004,10,3,1,14,34,42.11527222,-76.04729722
421516,2004,4,12,2,8,20,40.54405278,-74.14797778
421517,2004,10,3,1,14,51,41.02614167,-73.74497778
421518,2004,10,7,5,2,49,43.19291389,-77.64629722
421519,2004,10,7,5,0,51,40.64082778,-73.50776389
421520,2004,4,17,7,9,15,40.73925833,-73.48890833
421521,2004,5,7,6,15,50,40.86623333,-73.89835556
421522,2004,6,5,7,8,50,40.86721389,-73.82281667
421523,2004,8,21,7,22,39,40.66499167,-73.817
421524,2004,8,23,2,4,35,40.74326667,-73.93769444
421525,2004,10,7,5,18,45,41.22021389,-73.68485278
421526,2004,10,7,5,12,38,43.08055833,-78.99014722
421527,2004,8,24,3,7,0,40.82336389,-73.86464167
421528,2004,10,8,6,18,29,43.26180833,-76.52401944
421529,2004,10,9,7,13,20,42.90131944,-77.65139722
421530,2004,8,25,4,7,58,40.82161944,-73.50214722
421531,2004,10,22,6,0,37,40.65616944,-73.64530556
421532,2004,10,9,7,14,40,42.28624444,-77.46921389
421533,2004,8,27,6,15,56,40.81017778,-73.10181111
421534,2004,10,9,7,3,0,40.690725,-73.57492778
421535,2004,10,10,1,2,4,43.143875,-77.60531667
421536,2004,8,28,7,14,30,40.57776111,-73.94521389
421537,2004,10,10,1,12,24,43.01376111,-77.74699722
421538,2004,10,11,2,14,19,43.13163611,-75.87214444
421539,2004,10,28,5,22,34,40.66759722,-73.70761111
421540,2004,10,28,5,15,30,41.33505,-73.69004167
421541,2004,10,29,6,16,46,40.74438056,-73.91373056
421542,2004,10,22,6,19,40,40.706825,-73.52942222
421543,2004,10,25,2,22,5,43.21733056,-75.44329167
421544,2004,10,29,6,15,46,42.62690833,-78.52058056
421545,2004,10,27,4,5,58,41.01713611,-73.72524444
421546,2004,10,28,5,9,12,41.39557778,-74.18070278
421547,2004,10,29,6,15,50,41.23199167,-74.42097222
421548,2004,10,29,6,23,20,42.73201944,-73.36113611
421549,2004,10,29,6,18,9,42.161175,-73.86771111
421550,2004,10,30,7,2,0,41.83298611,-74.74675556
421551,2004,6,5,7,15,27,40.75480278,-73.962325
421552,2004,6,6,1,2,10,40.72742222,-73.90715278
421553,2004,6,10,5,22,50,41.62337778,-74.10238056
421554,2004,10,31,1,20,42,42.77709722,-78.79198611
421555,2004,6,25,6,12,46,40.87886667,-73.87346944
421556,2004,10,29,6,14,20,40.72569722,-73.49260833
421557,2004,7,6,3,1,0,40.69245278,-73.85911944
421558,2004,8,18,4,23,46,40.600925,-74.07640278
421559,2004,10,17,1,17,40,43.23415833,-75.45534444
421560,2004,7,19,2,3,3,40.66635,-73.99601389
421561,2004,7,31,7,2,15,40.68534167,-73.83432222
421562,2004,8,8,1,19,5,40.68484167,-73.9238
421563,2004,8,22,1,5,42,40.61033889,-74.10553333
421564,2004,8,16,2,9,30,40.81563889,-73.95835833
421565,2004,8,19,5,3,59,40.74315,-73.99738333
421566,2004,8,20,6,20,1,40.63930278,-74.023575
421567,2004,9,3,6,18,40,40.71569444,-73.59924167
421568,2004,8,31,3,22,30,40.83106389,-73.92094722
421569,2004,9,3,6,14,22,40.89362778,-73.45294167
421570,2004,9,5,1,21,40,40.58544722,-73.93047778
421571,2004,9,5,1,2,5,43.17080833,-77.60086944
421572,2004,9,11,7,23,45,40.80505278,-73.26985833
421573,2004,9,7,3,17,7,40.70045,-73.94439167
421574,2004,9,12,1,19,50,40.71071111,-73.42868056
421575,2004,9,18,7,8,44,40.75741389,-73.32689167
421576,2004,9,9,5,13,45,40.73814167,-73.72404167
421577,2004,9,19,1,6,0,40.73796389,-73.23854722
421578,2004,9,22,4,9,23,40.75561944,-73.22921667
421579,2004,9,23,5,2,58,40.83521944,-73.36974167
421580,2004,9,29,4,9,0,40.60120278,-73.74982778
421581,2004,9,25,7,0,45,40.74959167,-73.57965556
421582,2004,9,26,1,20,16,40.76960278,-73.00718056
421583,2004,9,28,3,9,46,40.87748056,-73.16976111
421584,2004,9,29,4,3,0,40.71184167,-73.37083611
421585,2004,9,30,5,20,10,40.83529444,-73.33572778
421586,2004,10,1,6,13,4,43.17453333,-77.01130833
421587,2004,10,2,7,20,25,40.70148889,-73.46235
421588,2004,10,7,5,11,14,43.60081944,-75.35856944
421589,2004,10,11,2,2,10,44.68320556,-73.71908889
421590,2004,10,12,3,17,6,42.12290278,-75.95891944
421591,2004,10,13,4,22,13,40.72045833,-73.58650833
421592,2004,3,2,3,0,10,40.69896111,-73.95703889
421593,2004,5,13,5,13,20,40.76069444,-73.98450278
421594,2004,7,19,2,19,45,40.68261111,-73.95599722
421595,2004,8,2,2,14,30,40.69686389,-73.92304722
421596,2004,9,9,5,6,48,40.61336944,-73.64381667
421597,2004,9,11,7,2,23,40.84135,-73.92838611
421598,2004,9,22,4,7,20,40.58958611,-73.62117222
421599,2004,10,7,5,20,7,40.71534722,-73.984575
421600,2004,10,10,1,3,35,40.73079444,-73.36441389
421601,2004,10,15,6,21,42,42.79305278,-78.75588889
421602,2004,10,16,7,8,15,42.92609444,-77.36178056
421603,2004,9,1,4,19,6,42.23883333,-79.01969444
421604,2004,11,1,2,17,25,42.44848333,-76.46259722
421605,2004,11,1,2,99,99,44.72148611,-73.49815278
421606,2004,11,2,3,18,5,42.90276111,-78.88518889
421607,2004,11,2,3,15,10,40.69363056,-73.69108056
421608,2004,11,4,5,20,41,43.06868889,-74.32
421609,2004,11,4,5,17,0,42.70011111,-73.65286667
421610,2004,11,27,7,15,39,42.42284722,-78.95307778
421611,2004,11,6,7,5,38,40.75848333,-73.62276667
421612,2004,11,7,1,19,51,42.52200556,-78.00043056
421613,2004,11,7,1,2,19,42.89746389,-73.67906389
421614,2004,11,9,3,11,41,43.24551389,-77.99695833
421615,2004,11,5,6,22,45,40.70480556,-73.51274167
421616,2004,11,9,3,13,59,42.18825,-73.99212222
421617,2004,11,10,4,23,16,43.43699167,-75.35066111
421618,2004,11,11,5,2,20,43.16808056,-77.616075
421619,2004,11,11,5,18,16,42.92605278,-76.57760556
421620,2004,11,12,6,9,35,40.605775,-73.99703889
421621,2004,11,5,6,1,50,43.31700278,-73.49313611
421622,2004,11,12,6,23,9,43.05457778,-78.19202778
421623,2004,11,6,7,2,49,40.65763889,-73.67635833
421624,2004,11,6,7,14,5,40.58826667,-73.632
421625,2004,11,6,7,4,0,43.150625,-76.41376667
421626,2004,11,13,7,5,36,43.62496111,-76.08278333
421627,2004,11,13,7,9,23,41.67271389,-73.92491389
421628,2004,11,13,7,8,7,42.29891944,-77.65091944
421629,2004,11,14,1,0,35,43.27656389,-78.25213056
421630,2004,11,15,2,9,56,43.09071944,-73.98013333
421631,2004,3,4,5,10,12,40.65673056,-73.98171389
421632,2004,11,15,2,11,6,43.06831389,-75.099725
421633,2004,11,16,3,4,51,43.35953611,-73.70955556
421634,2004,11,20,7,3,57,42.83228611,-73.73723889
421635,2004,11,21,1,7,45,43.30824167,-76.10456667
421636,2004,11,21,1,20,59,42.81429444,-74.08234444
421637,2004,11,25,5,17,54,42.30450556,-78.16629444
421638,2004,11,28,1,3,30,42.65063611,-74.20920278
421639,2004,11,29,2,1,41,42.92581944,-76.97809167
421640,2004,11,29,2,6,55,41.08227778,-73.81865833
421641,2004,11,30,3,14,9,40.94928056,-73.84808611
421642,2004,9,10,6,5,35,40.74866111,-73.15742778
421643,2004,11,21,1,4,15,42.66538889,-78.55725556
421644,2004,11,22,2,23,35,43.20709167,-77.548675
421645,2004,11,23,3,16,11,42.97765,-75.38525833
421646,2004,11,24,4,0,45,42.51612222,-79.18549722
421647,2004,11,25,5,4,2,42.81259167,-73.92599444
421648,2004,11,25,5,1,50,41.59214167,-73.98581944
421649,2004,6,7,2,20,30,40.59599722,-74.08585833
421650,2004,7,3,7,13,50,41.67875278,-74.66977778
421651,2004,8,25,4,20,33,40.85243611,-73.90336111
421652,2004,7,21,4,17,1,43.0652,-76.16070278
421653,2004,8,30,2,14,9,40.84523056,-73.91263611
421654,2004,8,31,3,23,0,40.75340833,-73.79238056
421655,2004,8,10,3,6,45,41.07806667,-73.80056389
421656,2004,9,5,1,1,35,40.721025,-73.84289444
421657,2004,9,6,2,1,40,40.81349167,-73.47694722
421658,2004,9,9,5,3,35,41.0088,-73.85135556
421659,2004,9,10,6,12,27,40.716025,-74.00881389
421660,2004,9,16,5,7,45,40.75444167,-73.89657778
421661,2004,9,24,6,0,55,42.32967222,-75.46849444
421662,2004,9,30,5,3,30,40.72579167,-73.99751944
421663,2004,10,2,7,11,38,40.81225556,-73.90446667
421664,2004,10,13,4,10,38,40.82078333,-73.95463889
421665,2004,10,31,1,20,4,41.53724722,-74.36760278
421666,2004,10,25,2,16,24,40.94503333,-72.26191111
421667,2004,10,28,5,14,40,44.90468056,-73.55263333
421668,2004,10,27,4,12,45,42.92222778,-78.84403889
421669,2004,10,28,5,6,20,42.85378889,-78.75478889
421670,2004,11,13,7,21,26,42.78888056,-78.79465
421671,2004,10,30,7,12,5,40.76219722,-73.52345833
421672,2004,12,1,4,18,59,41.48383889,-74.07024167
421673,2004,12,1,4,11,0,43.064325,-77.34361111
421674,2004,12,24,6,22,7,42.12722778,-75.93316389
421675,2004,12,24,6,13,40,42.75628611,-78.28171944
421676,2004,12,27,2,19,10,42.98173056,-76.6246
421677,2004,12,28,3,9,13,43.11255556,-75.95348611
421678,2004,12,29,4,16,58,41.73439722,-73.58056667
421679,2004,12,30,5,20,8,41.61009444,-74.566
421680,2004,12,1,4,22,23,42.62598611,-77.37987778
421681,2004,12,1,4,21,38,42.32888611,-77.418775
421682,2004,12,2,5,19,8,42.55541667,-76.12645833
421683,2004,12,3,6,13,56,42.62291111,-78.33346667
421684,2004,12,3,6,17,39,40.672025,-73.50901944
421685,2004,12,4,7,15,26,42.88485833,-76.47708333
421686,2004,12,5,1,1,15,41.03396667,-73.72300556
421687,2004,12,6,2,23,30,41.56048056,-73.90341389
421688,2004,12,6,2,15,41,42.30312778,-73.74950278
421689,2004,12,6,2,12,44,42.21883889,-73.80555278
421690,2004,12,6,2,8,56,41.42814722,-73.679125
421691,2004,12,6,2,10,27,43.21480556,-77.92694167
421692,2004,12,7,3,3,35,42.59301111,-76.94267778
421693,2004,12,7,3,14,10,43.09635,-77.48973333
421694,2004,12,8,4,22,35,41.45538611,-74.39553056
421695,2004,12,10,6,16,14,41.31779444,-73.73356667
421696,2004,12,11,7,3,13,43.45514444,-76.22889167
421697,2004,12,12,1,1,19,40.683525,-73.51437778
421698,2004,12,15,4,0,3,41.07569722,-73.81160278
421699,2004,12,13,2,14,31,42.22505,-78.38076111
421700,2004,12,16,5,23,15,43.45967778,-76.23173889
421701,2004,12,14,3,21,37,42.79189722,-73.89360556
421702,2004,12,14,3,14,25,43.2472,-78.149425
421703,2004,12,16,5,22,55,41.47941667,-74.08817222
421704,2004,12,7,3,13,31,43.21884167,-78.22440833
421705,2004,12,14,3,19,9,42.87259444,-78.57794722
421706,2004,12,14,3,15,5,40.855625,-73.19219722
421707,2004,12,18,7,20,13,42.35876111,-73.58010278
421708,2004,12,19,1,5,17,41.22660556,-74.03532778
421709,2004,12,20,2,8,49,43.03904444,-74.26905833
421710,2004,12,22,4,10,14,42.55618056,-73.65963889
421711,2004,12,22,4,16,45,42.68836667,-79.00806944
421712,2004,11,4,5,18,22,41.922075,-73.98583056
421713,2004,12,31,6,17,16,42.78644444,-78.64900556
421714,2004,12,23,5,2,14,42.99129167,-76.01826667
421715,2004,12,23,5,4,24,40.73837222,-73.84877222
421716,2004,11,1,2,23,20,42.16169722,-76.82256389
421717,2004,10,21,5,11,58,42.94930833,-76.13378056
421718,2004,10,21,5,19,8,43.176825,-77.54535833
421719,2004,11,5,6,13,30,41.85176667,-74.52168611
421720,2004,10,22,6,11,47,40.79352222,-73.27531667
421721,2004,11,14,1,19,30,40.75215,-73.48296667
421722,2004,10,29,6,23,36,40.82179722,-73.82673056
421723,2004,11,27,7,20,26,41.11703611,-74.115
421724,2004,10,30,7,14,27,42.86565556,-75.09489167
421725,2004,12,6,2,13,40,43.11187778,-77.85689722
421726,2004,12,3,6,7,49,42.08676111,-76.062725
421727,2004,12,6,2,11,0,43.13044444,-77.39308611
421728,2004,12,7,3,17,57,42.29274444,-78.66346389
421729,2004,12,7,3,12,50,42.44032778,-76.50177778
421730,2004,7,10,7,1,23,40.82103611,-73.896925
421731,2004,12,4,7,8,31,40.88119167,-73.02831389
421732,2004,9,11,7,0,5,40.68834722,-73.84790556
421733,2004,9,7,3,14,30,40.73025556,-73.86221389
421734,2004,9,15,4,16,41,40.66363889,-73.93444167
421735,2004,11,13,7,4,57,41.56601944,-73.84629444
421736,2004,9,15,4,22,0,40.647225,-73.69412778
421737,2004,10,18,2,4,30,40.60653056,-74.03250556
421738,2004,10,21,5,8,56,40.78051111,-73.60778611
421739,2004,11,15,2,8,8,42.28964444,-76.51933056
421740,2004,11,19,6,0,1,43.18035833,-77.72405556
421741,2004,12,17,6,14,27,43.05011944,-78.87721667
421742,2004,12,22,4,17,15,40.62885,-74.00935278
421743,2004,12,12,1,20,27,40.70577778,-73.62028611
421744,2004,10,31,1,2,22,43.153625,-77.59513889
421745,2004,11,14,1,17,39,43.24362222,-77.64683333
421746,2004,10,14,5,16,12,42.94494722,-78.78418056
421747,2004,11,30,3,12,53,40.94769722,-72.59346944
421748,2004,12,5,1,15,30,41.29503611,-73.64723611
421749,2004,12,16,5,12,28,42.64015,-73.6306
421750,2004,9,16,5,11,48,41.95973333,-75.24490833
421751,2004,10,5,3,4,20,40.73685278,-73.98461667
421752,2004,10,8,6,2,30,40.75844444,-73.99263333
421753,2004,11,11,5,13,5,41.406075,-74.31327222
421754,2004,11,12,6,8,29,42.81118611,-78.79911389
421755,2004,12,23,5,5,39,42.84556667,-73.92400833
421756,2004,12,30,5,13,30,43.10343889,-75.22684722
421757,2004,8,12,5,10,45,40.63461111,-74.10661389
421758,2004,9,28,3,6,5,43.05722222,-76.13348889
421759,2004,10,14,5,11,50,40.76246944,-73.63553333
421760,2004,10,30,7,19,24,40.67878333,-73.61455278
421761,2004,12,19,1,7,29,41.17155556,-74.08428333
421762,2004,12,20,2,7,0,41.45193333,-74.36078889
421763,2004,12,22,4,17,45,40.69181389,-73.52706111
421764,2004,12,26,1,16,47,43.21996111,-77.81313889
421765,2004,7,10,7,5,12,40.60878056,-74.12517778
421766,2004,9,8,4,3,45,40.77761944,-73.94276111
421767,2004,8,2,2,10,0,40.81442778,-73.89302222
421768,2004,11,12,6,16,47,42.89597778,-78.63806667
421769,2004,12,7,3,8,40,42.08898889,-78.49268889
421770,2004,12,19,1,1,34,42.21719167,-75.42393889
421771,2004,12,21,3,16,35,41.02962222,-72.1659
421772,2004,12,22,4,11,13,42.96982778,-75.93371667
421773,2004,12,23,5,5,25,40.62293889,-73.65073333
421774,2004,12,25,7,15,17,42.94711389,-76.15872222
421775,2004,11,4,5,8,48,40.73679722,-73.93158056
421776,2004,12,2,5,20,10,40.71400278,-73.76746667
421777,2004,9,16,5,18,54,43.06365556,-76.14531944
421778,2004,12,3,6,14,16,43.06078333,-76.50107222
421779,2004,12,4,7,19,28,43.08880556,-73.69416111
421780,2004,11,14,1,22,0,40.692975,-73.83221944
421781,2004,11,15,2,10,35,40.74296667,-73.99279167
421782,2004,11,22,2,16,26,40.58784167,-73.80976667
421783,2004,11,26,6,21,30,40.86668611,-73.89416111
421784,2004,12,22,4,23,28,43.04923611,-74.79253889
421785,2004,12,23,5,15,24,41.38256389,-74.70031667
421786,2004,6,4,6,16,45,40.61247222,-74.18039722
421787,2004,6,22,3,15,10,40.96037778,-73.77965
421788,2004,10,1,6,18,50,40.80962222,-72.83288889
421789,2004,10,3,1,20,53,40.79753611,-73.21854167
421790,2004,10,4,2,14,25,40.81021667,-73.18
421791,2004,12,24,6,2,37,44.00491389,-76.08059167
421792,2004,12,28,3,18,18,42.95229722,-73.37459722
421793,2004,12,29,4,15,14,42.78335,-73.92308889
421794,2004,12,30,5,22,5,43.18646389,-77.29073889
421795,2004,7,16,6,19,21,41.74899444,-73.84981667
421796,2004,7,25,1,5,0,40.75281944,-73.85213333
421797,2004,8,6,6,3,59,40.74013333,-73.84545
421798,2004,8,15,1,5,49,40.74993333,-73.862725
421799,2004,10,9,7,22,50,40.59420833,-73.90535278
421800,2004,10,17,1,19,20,40.74593333,-73.85640556
421801,2004,10,19,3,14,22,41.15149444,-73.83021389
421802,2004,10,24,1,19,59,40.89538056,-73.84465833
421803,2004,11,12,6,3,48,40.79630278,-73.97668056
421804,2004,10,24,1,10,45,40.89172778,-72.90078611
421805,2004,10,29,6,3,50,40.80414444,-73.05195833
421806,2004,12,17,6,4,58,42.5099,-73.78703889
421807,2004,12,22,4,16,45,44.93338333,-74.73323333
421808,2004,10,31,1,7,33,40.760725,-73.969175
421809,2004,7,1,5,21,31,42.28628056,-78.02837222
421810,2004,10,5,3,11,18,40.82552778,-73.01316667
421811,2004,10,10,1,19,35,40.76936944,-73.01503056
421812,2004,10,16,7,3,1,40.82407778,-73.01331111
421813,2004,10,18,2,10,19,40.83404722,-73.38693889
421814,2004,10,20,4,21,15,40.83806944,-72.74361389
421815,2004,11,13,7,22,22,40.90812778,-72.62658611
421816,2004,12,5,1,2,35,42.98277778,-77.17951389
421817,2004,12,6,2,10,20,41.13671389,-74.02094722
421818,2004,12,14,3,13,37,43.14605556,-77.19662222
421819,2004,12,14,3,17,30,42.92289167,-78.79691111
421820,2004,12,16,5,21,54,42.98695278,-78.91415833
421821,2004,12,19,1,9,26,40.90955833,-72.62666667
421822,2004,12,19,1,3,57,42.95802778,-74.21463056
421823,2004,11,7,1,18,20,42.53923611,-76.47035833
421824,2004,12,10,6,12,18,41.12232778,-73.96986111
421825,2004,12,16,5,7,26,43.01511944,-78.83476389
421826,2004,10,11,2,16,15,40.65956111,-73.94761389
421827,2004,10,14,5,3,15,40.71598333,-74.00708333
421828,2004,10,22,6,19,40,40.72593611,-73.81648889
421829,2004,11,2,3,19,30,40.73951944,-73.084275
421830,2004,11,4,5,20,29,40.87216667,-73.88786111
421831,2004,11,4,5,0,6,40.84474167,-72.72637222
421832,2004,11,5,6,20,25,40.76290833,-73.09927778
421833,2004,11,10,4,6,10,40.67985556,-73.39926667
421834,2004,11,13,7,17,55,40.86143889,-73.12186667
421835,2004,11,14,1,4,23,40.935625,-72.93958611
421836,2004,11,15,2,2,10,40.84556667,-73.33532778
421837,2004,11,16,3,8,25,40.87613333,-72.97321944
421838,2004,11,24,4,11,0,40.79796667,-73.34226111
421839,2004,11,25,5,2,45,40.75418056,-73.11645833
421840,2004,11,28,1,14,0,40.6711,-73.41665556
421841,2004,12,5,1,4,0,40.84350278,-73.41719722
421842,2004,12,14,3,11,52,40.78601389,-73.2247
421843,2004,12,17,6,8,1,41.03308889,-73.77015
421844,2004,12,18,7,22,40,40.96315,-73.06265556
421845,2004,12,20,2,15,21,40.88405833,-73.32985833
421846,2004,12,20,2,15,25,40.67233889,-73.61950278
421847,2004,12,23,5,16,50,42.56904722,-74.95131944
421848,2004,12,23,5,9,41,43.17132778,-78.92831944
421849,2004,11,1,2,14,30,40.83999167,-73.86394167
421850,2004,11,12,6,17,11,40.849425,-73.91111944
421851,2004,11,27,7,14,0,40.767925,-73.98573333
421852,2004,11,30,3,11,30,40.75575833,-74.00193333
421853,2004,12,4,7,3,50,40.8192,-73.96029444
421854,2004,12,10,6,17,22,40.59865,-73.97891944
421855,2004,11,6,7,23,45,40.67521389,-73.42411111
421856,2004,12,15,4,13,19,40.60473333,-73.97708889
421857,2004,12,18,7,5,59,40.83083889,-73.94723611
421858,2004,11,4,5,20,15,40.88705278,-73.00832778
421859,2004,12,2,5,15,41,41.14653333,-73.92811111
421860,2004,2,10,3,23,40,40.85823333,-73.93810278
421861,2004,3,28,1,20,20,40.64213056,-73.92938056
421862,2004,6,9,4,14,11,40.77054444,-73.932075
421863,2004,6,18,6,23,15,40.78974167,-73.96610556
421864,2004,7,3,7,15,50,40.67055833,-73.92540278
421865,2004,12,4,7,13,45,40.67166389,-73.85309722
421866,2004,12,5,1,3,30,40.86542222,-73.86749722
421867,2004,11,9,3,19,0,42.06151667,-74.93378889
421868,2004,12,5,1,22,20,40.65280833,-73.87861944
421869,2004,12,11,7,7,37,40.62479722,-73.96510278
421870,2004,9,3,6,17,40,40.70544444,-73.948
421871,2004,12,14,3,23,12,40.77992222,-73.91751944
421872,2004,12,15,4,19,7,40.89712222,-73.86067222
421873,2004,12,10,6,7,24,42.85358333,-75.61537222
421874,2004,7,24,7,15,33,40.65488056,-73.96186667
421875,2004,9,13,2,12,0,40.59897778,-74.06375
421876,2004,11,8,2,9,15,40.72588333,-73.46374167
421877,2004,11,29,2,14,30,40.64696389,-73.92016389
421878,2004,12,8,4,14,36,40.94044722,-73.77675833
421879,2004,12,31,6,6,45,42.92811389,-78.89768056
421880,2004,12,24,6,8,0,40.6763,-73.46700556
421881,2004,10,23,7,15,21,43.22432222,-77.634925
421882,2004,7,6,3,11,40,40.77864722,-73.98169722
421883,2004,7,19,2,4,20,40.67566111,-73.90070278
421884,2004,9,4,7,15,30,40.87820556,-73.87006111
421885,2004,9,4,7,3,45,40.80783889,-73.94548889
421886,2004,9,10,6,3,50,40.78559722,-73.98404444
421887,2004,9,14,3,17,45,40.86176389,-73.91180556
421888,2004,9,24,6,23,43,40.80593611,-73.950775
421889,2004,9,20,2,8,45,40.52626944,-74.22362778
421890,2004,10,2,7,5,35,40.64601667,-73.9201
421891,2004,10,9,7,2,50,40.83133333,-73.85422778
421892,2004,10,26,3,14,16,40.70389722,-73.94266389
421893,2004,11,9,3,8,10,40.74781667,-73.76870833
421894,2004,11,12,6,5,11,40.61364722,-74.15824167
421895,2004,11,22,2,3,35,40.70803056,-73.80730556
421896,2004,11,23,3,17,30,40.63838611,-73.98859167
421897,2004,11,26,6,7,5,40.84847778,-73.83646389
421898,2004,12,1,4,12,7,40.90311944,-73.88809167
421899,2004,12,22,4,9,0,40.753225,-73.82181944
421900,2004,12,23,5,15,50,40.74955,-73.74013889
421901,2004,12,23,5,13,30,40.75536111,-73.75089167
421902,2004,12,23,5,10,23,40.89009167,-73.88720833
421903,2004,12,23,5,3,37,40.716525,-73.8277
421904,2004,12,28,3,20,35,40.6391,-74.10396111
421905,2004,9,2,5,14,56,43.13598333,-77.57580556
421906,2004,12,31,6,17,41,40.65733056,-73.90041389
421907,2004,12,31,6,19,29,40.61958056,-74.10771389
421908,2004,3,15,2,18,33,41.11116944,-74.06908889
421909,2004,5,2,1,17,0,43.03631944,-76.33425833
421910,2004,6,2,4,9,45,41.97349444,-73.90883611
421911,2004,7,11,1,12,11,43.17520278,-77.60452778
421912,2004,9,22,4,13,49,43.02547222,-78.82208333
421913,2004,10,9,7,16,12,43.14164444,-77.59491111
421914,2004,10,20,4,99,99,42.08607778,-73.6767
421915,2004,11,17,4,9,40,40.72727222,-73.99635556
421916,2004,12,13,2,8,30,40.68176389,-73.87162778
421917,2004,5,17,2,15,32,43.14150556,-76.20293056
421918,2004,7,4,1,23,52,42.67101944,-73.77963611
421919,2004,11,26,6,18,0,41.06235278,-73.77426944
421920,2004,8,28,7,10,50,40.91809167,-73.74831944
421921,2004,12,29,4,9,44,44.83076944,-73.42474722
421922,2004,10,15,6,23,41,40.78063333,-73.50283611
421923,2004,7,29,5,22,7,43.03595556,-77.21218611
421924,2004,1,23,6,21,55,43.26511667,-76.09241667
421925,2004,1,28,4,19,26,42.733625,-77.50510278
421926,2004,3,27,7,12,51,42.11813056,-74.38236389
421927,2004,11,19,6,11,18,40.69122222,-73.53948611
421928,2004,8,16,2,19,11,42.10749167,-76.66666667
421929,2004,12,3,6,18,33,42.88374167,-77.27851389
421930,2004,8,17,3,2,45,43.00633333,-76.03744444
421931,2004,11,6,7,23,40,40.80430833,-72.80713611
421932,2004,3,29,2,17,25,40.74287778,-73.515725
421933,2004,8,7,7,0,13,42.50804722,-76.65519167
421934,2004,8,22,1,14,43,42.66173056,-73.75723611
421935,2004,12,5,1,20,25,41.19703333,-73.97976944
421936,2004,11,7,1,22,20,40.65853056,-73.60848889
421937,2004,11,21,1,12,20,42.99622222,-78.69663611
421938,2004,12,3,6,11,39,42.70571389,-73.843925
421939,2004,12,21,3,9,44,40.87858889,-72.63814167
421940,2004,1,6,3,6,52,40.76284722,-73.97818056
421941,2004,5,16,1,4,55,40.78038333,-73.98795833
421942,2004,5,19,4,8,28,40.78157222,-73.91363056
421943,2004,6,25,6,14,34,40.67414722,-73.99986944
421944,2004,10,28,5,9,30,40.71338056,-73.990125
421945,2004,11,8,2,2,30,40.84523056,-73.91474444
421946,2004,11,18,5,10,41,40.76147778,-73.98669722
421947,2004,12,6,2,17,8,40.88464722,-73.83134167
421948,2004,12,7,3,14,50,40.77755278,-73.95701944
421949,2004,12,8,4,16,49,44.32423611,-74.13924444
421950,2004,12,8,4,11,0,42.905525,-78.84544167
421951,2004,10,26,3,16,51,40.82872778,-73.57470278
421952,2004,10,22,6,7,45,42.279575,-73.98999167
421953,2004,7,10,7,22,37,42.45192778,-74.14131944
421954,2004,12,23,5,17,42,40.86443611,-73.90393333
421955,2004,6,18,6,17,0,42.956675,-78.87805556
421956,2004,10,24,1,0,13,41.12242778,-73.86179167
421957,2004,9,17,6,18,22,42.71464722,-77.86746944
421958,2004,10,2,7,22,49,43.08907778,-73.82699444
421959,2004,1,3,7,4,0,35.9379,-77.01451667
421960,2004,1,19,2,14,45,35.94374722,-76.95895833
421961,2004,1,16,6,14,52,34.09975556,-78.5342
421962,2004,1,1,5,9,30,35.60532778,-82.60505278
421963,2004,1,5,2,8,0,35.49174167,-80.68194444
421964,2004,1,11,1,2,15,34.72691667,-76.64001944
421965,2004,1,5,2,3,43,35.06877778,-79.02494444
421966,2004,1,21,4,17,19,35.19053611,-78.64681111
421967,2004,1,7,4,15,2,36.33658611,-75.94656111
421968,2004,1,7,4,7,18,36.05261389,-78.92739722
421969,2004,1,11,1,11,20,35.88746111,-78.26498611
421970,2004,1,11,1,15,53,36.11485,-78.45392778
421971,2004,1,12,2,16,40,36.10496111,-78.44074722
421972,2004,1,14,4,19,50,35.208325,-81.20663333
421973,2004,1,14,4,7,0,35.96334167,-79.98684444
421974,2004,1,3,7,7,45,36.25916667,-76.96432222
421975,2004,1,4,1,20,5,34.87121944,-79.23798056
421976,2004,1,23,6,18,26,35.53355556,-78.28280833
421977,2004,1,4,1,18,27,35.54009444,-81.01315278
421978,2004,1,13,3,7,2,35.44583333,-81.07478333
421979,2004,1,8,5,22,20,35.15841111,-80.6458
421980,2004,1,2,6,20,28,34.66587778,-78.03783333
421981,2004,1,4,1,23,15,36.25161944,-78.90814722
421982,2004,1,4,1,18,46,35.38124722,-77.44995
421983,2004,1,6,3,5,42,36.53490278,-80.51253333
421984,2004,1,23,6,16,30,36.40926389,-80.71726389
421985,2004,1,15,5,10,5,34.82492778,-80.52849167
421986,2004,1,16,6,20,11,35.062325,-80.6351
421987,2004,1,18,1,20,14,35.14340278,-80.62477778
421988,2004,1,28,4,14,27,35.052625,-80.53031389
421989,2004,1,4,1,23,35,35.78684722,-78.35674444
421990,2004,1,25,1,2,10,35.69495,-78.67363889
421991,2004,1,1,5,1,31,36.23986389,-81.80263889
421992,2004,1,4,1,14,30,36.27608056,-80.90490278
