id,year,month,day,wekkday,hour,minute,lat,lon
398465,2004,1,26,2,15,30,30.50854722,-88.34317222
398466,2004,2,1,1,23,55,32.15530278,-86.27123611
398467,2004,2,2,2,5,10,32.67245278,-85.59367222
398468,2004,1,18,1,22,14,32.39193333,-86.39044167
398469,2004,1,20,3,13,5,32.36125278,-86.23019722
398470,2004,1,31,7,2,40,33.46831667,-86.70810278
398471,2004,1,14,4,19,0,33.43198056,-86.74090833
398472,2004,1,24,7,19,45,33.52555,-86.76951667
398473,2004,1,23,6,19,34,30.66530556,-88.10621389
398474,2004,1,31,7,23,33,30.44421111,-88.11428333
398475,2004,1,20,3,0,15,30.49425278,-88.25678611
398476,2004,1,19,2,0,40,30.47252778,-88.30928056
398477,2004,2,5,5,6,10,32.45178889,-85.01409167
398478,2004,1,1,5,3,25,30.523675,-87.82198333
398479,2004,2,8,1,14,5,30.80435278,-88.25011111
398480,2004,1,23,6,2,15,31.9876,-85.11433889
398481,2004,1,17,7,11,5,32.021775,-85.08564722
398482,2004,1,23,6,5,0,33.91879722,-86.60843333
398483,2004,1,6,3,5,50,31.883675,-85.50048056
398484,2004,2,5,5,18,19,31.00289167,-87.49226944
398485,2004,2,7,7,0,45,31.21474722,-85.38648611
398486,2004,2,10,3,13,10,32.69453611,-85.28479167
398487,2004,1,5,2,6,30,34.17005,-86.88657778
398488,2004,1,11,1,14,50,34.01365556,-86.92295278
398489,2004,1,6,3,5,55,31.31278333,-85.46826111
398490,2004,1,16,6,21,0,32.310175,-87.13053056
398491,2004,1,3,7,9,58,32.50770556,-86.38320278
398492,2004,1,16,6,18,30,33.78696667,-87.7992
398493,2004,2,12,5,6,50,33.27385278,-87.238
398494,2004,1,30,6,17,30,34.12839722,-86.12045833
398495,2004,2,13,6,7,20,32.84265833,-85.43829444
398496,2004,1,30,6,4,50,31.15585,-85.4978
398497,2004,1,6,3,19,5,33.76569167,-85.77207222
398498,2004,1,3,7,7,15,33.59567222,-85.85154722
398499,2004,1,3,7,15,30,32.89786667,-85.36845833
398500,2004,1,1,5,9,55,32.72114722,-86.65308611
398501,2004,1,2,6,1,0,31.96818056,-87.82294722
398502,2004,1,21,4,14,25,31.46354167,-86.26366667
398503,2004,1,24,7,23,0,31.91377222,-86.31623056
398504,2004,1,24,7,5,50,31.50895278,-85.29120556
398505,2004,1,28,4,7,30,31.39653056,-85.35183611
398506,2004,1,22,5,12,35,31.24197778,-85.63037222
398507,2004,1,4,1,20,20,31.10928056,-85.405
398508,2004,1,24,7,18,40,34.77195833,-85.89556667
398509,2004,1,29,5,22,26,34.47998333,-87.4336
398510,2004,1,4,1,9,0,32.72541667,-85.5564
398511,2004,1,1,5,4,50,34.83561111,-87.21481944
398512,2004,1,17,7,15,10,34.88844167,-86.82611111
398513,2004,1,1,5,8,0,32.30570833,-86.59971944
398514,2004,1,2,6,20,45,32.38565,-85.99686667
398515,2004,1,3,7,14,0,34.49935833,-86.76595833
398516,2004,1,2,6,8,45,32.25615556,-86.73188889
398517,2004,1,4,1,0,1,33.51209722,-86.55058611
398518,2004,2,14,7,12,15,34.57029722,-87.38384444
398519,2004,2,15,1,10,15,34.95773889,-87.52755833
398520,2004,1,5,2,0,15,34.8052,-86.71353889
398521,2004,1,5,2,5,0,33.58439167,-86.03715833
398522,2004,2,15,1,4,5,34.03114444,-86.57501111
398523,2004,1,6,3,13,25,32.08514444,-85.15396667
398524,2004,2,15,1,1,10,32.21040556,-87.39804444
398525,2004,2,17,3,9,41,32.97541389,-85.40331111
398526,2004,1,8,5,12,13,32.50625,-85.74217222
398527,2004,1,14,4,17,45,34.85973333,-86.74916667
398528,2004,1,7,4,15,33,33.22988889,-87.69539444
398529,2004,1,14,4,4,15,33.25288056,-87.12547778
398530,2004,1,8,5,18,30,33.23025,-85.35717778
398531,2004,1,8,5,5,10,32.50981111,-88.32114722
398532,2004,2,17,3,8,35,31.58643889,-85.55378611
398533,2004,2,17,3,5,45,34.19695,-86.92145833
398534,2004,2,20,6,10,15,34.52683056,-86.97171111
398535,2004,2,12,5,4,45,34.49095,-86.83960833
398536,2004,2,8,1,2,55,33.12340833,-87.49358889
398537,2004,1,16,6,16,5,34.84811111,-86.57126944
398538,2004,1,17,7,15,15,34.29955,-87.33396389
398539,2004,1,17,7,4,30,32.95292778,-88.29689444
398540,2004,1,22,5,5,0,33.47830556,-86.20114167
398541,2004,2,20,6,14,20,30.52808611,-87.51480556
398542,2004,1,29,5,15,50,34.83580556,-86.52351667
398543,2004,1,30,6,14,45,34.35789444,-86.75721667
398544,2004,1,31,7,2,20,32.48938333,-85.63135278
398545,2004,2,24,3,22,50,30.59363056,-88.15623611
398546,2004,2,25,4,14,0,33.81614722,-86.98336944
398547,2004,2,21,7,0,14,32.87046389,-85.19724444
398548,2004,2,24,3,19,15,34.23724167,-87.72696389
398549,2004,2,28,7,1,20,34.045,-87.22248611
398550,2004,2,24,3,23,45,34.20749444,-86.87864444
398551,2004,3,3,4,5,55,34.08914722,-86.86638056
398552,2004,3,5,6,14,58,34.73113611,-87.85414167
398553,2004,2,29,1,14,35,33.60385556,-86.02181944
398554,2004,2,29,1,12,0,32.59503056,-85.81593056
398555,2004,3,5,6,15,0,33.59515556,-87.60336111
398556,2004,2,27,6,6,5,34.81348611,-86.84148889
398557,2004,2,24,3,14,30,33.12573889,-87.48350556
398558,2004,2,28,7,21,30,32.47273611,-86.101925
398559,2004,3,4,5,10,45,33.35402222,-86.74995
398560,2004,2,22,1,15,50,33.47063889,-86.57851944
398561,2004,2,26,5,15,20,34.45814167,-86.34964167
398562,2004,3,3,4,7,55,32.486025,-86.18945278
398563,2004,1,15,5,6,36,33.56134444,-86.72878889
398564,2004,3,6,7,19,11,33.45688889,-85.58576389
398565,2004,3,9,3,19,0,32.8153,-86.31983611
398566,2004,3,4,5,9,55,30.4064,-87.68203056
398567,2004,3,19,6,16,5,34.29040278,-85.51932778
398568,2004,3,4,5,18,17,33.66366944,-85.83658889
398569,2004,3,5,6,21,35,31.71836111,-86.24774444
398570,2004,2,28,7,18,5,34.75361944,-87.96228333
398571,2004,3,7,1,10,20,31.98499167,-86.52826667
398572,2004,3,7,1,0,46,30.80311111,-88.24694167
398573,2004,3,7,1,1,30,33.85220833,-86.80610833
398574,2004,3,7,1,1,18,30.65934722,-87.82529722
398575,2004,3,8,2,14,0,33.06619722,-85.87559722
398576,2004,3,9,3,22,15,33.21224444,-86.79868333
398577,2004,3,11,5,6,40,32.92315833,-87.86533056
398578,2004,3,12,6,17,27,34.41841111,-85.94807222
398579,2004,3,13,7,4,40,33.605075,-85.83156389
398580,2004,3,13,7,15,0,32.72217222,-85.24521389
398581,2004,3,15,2,9,10,33.20679444,-86.79443333
398582,2004,3,3,4,23,20,33.82592222,-86.16210556
398583,2004,3,18,5,17,0,34.38237778,-86.16936111
398584,2004,3,13,7,21,30,34.01711389,-86.96580833
398585,2004,3,22,2,17,20,33.57281944,-86.45053889
398586,2004,3,25,5,11,5,34.43851944,-87.201325
398587,2004,3,26,6,22,25,34.80308333,-86.40696389
398588,2004,3,21,1,12,35,33.57407778,-86.63878889
398589,2004,3,23,3,5,25,33.55512778,-85.88408611
398590,2004,3,27,7,21,5,34.17953889,-87.18553611
398591,2004,3,29,2,11,14,34.77766389,-86.71403889
398592,2004,3,31,4,12,0,33.77065,-86.46044444
398593,2004,4,2,6,1,42,34.39403889,-86.43636389
398594,2004,2,19,5,20,43,31.45635278,-85.62522778
398595,2004,2,21,7,9,45,32.43533611,-85.06560833
398596,2004,2,29,1,17,30,33.89652222,-87.52918889
398597,2004,3,5,6,20,7,34.61994722,-86.99075833
398598,2004,3,7,1,2,46,34.762,-86.58945278
398599,2004,4,3,7,9,32,33.28845,-86.76431667
398600,2004,3,25,5,1,35,30.47548889,-88.11354167
398601,2004,1,14,4,20,30,31.29288611,-87.57338056
398602,2004,3,15,2,15,45,32.8221,-86.22683889
398603,2004,3,19,6,0,5,30.51215556,-88.28616389
398604,2004,3,26,6,4,30,34.88195833,-86.71708333
398605,2004,3,22,2,10,45,34.565225,-87.06992778
398606,2004,3,23,3,1,45,30.92665,-88.21818889
398607,2004,3,25,5,17,0,31.08096111,-87.12093333
398608,2004,3,26,6,6,20,34.64950833,-87.19440833
398609,2004,3,27,7,16,40,31.74979444,-86.66981667
398610,2004,3,25,5,13,15,34.81906667,-86.95514722
398611,2004,3,30,3,7,0,34.37175833,-87.61880833
398612,2004,1,2,6,23,0,33.53809444,-86.97695833
398613,2004,1,2,6,9,40,33.48705556,-86.888875
398614,2004,3,30,3,17,50,31.83809167,-85.22531667
398615,2004,1,4,1,21,11,33.50625833,-86.79281944
398616,2004,3,30,3,21,30,34.72788056,-85.73356667
398617,2004,3,30,3,18,15,33.82218611,-87.15894722
398618,2004,3,31,4,6,55,31.28281389,-85.83083333
398619,2004,1,7,4,14,23,32.50585278,-85.02034444
398620,2004,1,9,6,7,0,33.33374722,-86.88300278
398621,2004,3,31,4,5,10,33.05675833,-87.70846667
398622,2004,4,1,5,13,38,33.57728333,-86.81386944
398623,2004,4,3,7,0,1,31.91246667,-85.9423
398624,2004,4,2,6,22,40,34.69760278,-87.63625833
398625,2004,4,2,6,22,35,31.64474444,-87.23857222
398626,2004,1,11,1,10,10,33.52150556,-86.73299167
398627,2004,4,4,1,17,0,33.20835833,-86.31063056
398628,2004,4,4,1,16,5,34.16233889,-85.57213889
398629,2004,1,11,1,18,10,33.77432778,-87.07560556
398630,2004,1,17,7,0,5,33.09350833,-86.80203889
398631,2004,1,23,6,21,0,33.55430556,-86.867675
398632,2004,4,4,1,18,8,34.54387222,-87.16673611
398633,2004,4,7,4,14,25,30.52704444,-87.51309722
398634,2004,4,8,5,6,0,32.19060833,-85.81235556
398635,2004,4,8,5,0,49,31.31031111,-86.40548056
398636,2004,4,8,5,16,37,34.80316389,-87.19223333
398637,2004,1,26,2,2,45,30.71856667,-88.13608889
398638,2004,4,9,6,9,15,34.46905833,-85.78170278
398639,2004,4,9,6,12,15,34.32089167,-87.69573333
398640,2004,4,9,6,2,15,30.58368333,-88.17893056
398641,2004,4,9,6,17,45,30.47103056,-88.23375833
398642,2004,4,9,6,16,31,33.91220278,-86.32857222
398643,2004,4,10,7,20,30,30.54558333,-87.80379722
398644,2004,4,10,7,17,0,34.07190278,-86.18897222
398645,2004,1,26,2,20,18,33.54478611,-86.58248056
398646,2004,4,10,7,13,45,33.33411111,-86.77969167
398647,2004,4,10,7,13,55,34.62281944,-87.74983333
398648,2004,1,31,7,21,40,33.84023056,-87.23425833
398649,2004,4,11,1,10,10,32.90583889,-87.01278333
398650,2004,4,12,2,13,52,33.65350556,-86.09214722
398651,2004,4,13,3,9,40,31.68965833,-87.90205556
398652,2004,2,1,1,23,10,32.35861944,-86.32302222
398653,2004,4,13,3,14,36,34.78830833,-86.83260278
398654,2004,4,14,4,5,45,31.51294722,-85.17965833
398655,2004,2,1,1,7,36,34.206225,-86.85936667
398656,2004,4,14,4,6,15,33.69556389,-87.05767222
398657,2004,4,15,5,7,0,32.95435278,-85.46448333
398658,2004,2,8,1,3,35,30.68583889,-88.14839444
398659,2004,4,15,5,7,10,32.07720833,-86.30150556
398660,2004,4,17,7,6,55,30.41445278,-87.54956944
398661,2004,4,17,7,4,45,32.16260833,-86.11568056
398662,2004,4,18,1,19,20,33.87031944,-86.11133889
398663,2004,2,11,4,19,25,30.70549722,-88.14845278
398664,2004,4,18,1,15,35,31.01143333,-87.66935833
398665,2004,4,18,1,20,45,32.04365556,-85.08469444
398666,2004,4,18,1,15,55,31.093775,-85.31117222
398667,2004,1,20,3,9,51,32.42588889,-85.68653611
398668,2004,2,4,4,18,50,33.54529722,-86.72053889
398669,2004,2,19,5,11,1,31.32313056,-85.83131944
398670,2004,2,13,6,21,8,34.65739444,-86.11787222
398671,2004,2,25,4,18,25,31.34975833,-85.87508889
398672,2004,2,20,6,0,36,30.70895833,-88.20756111
398673,2004,2,28,7,21,29,30.676175,-88.1619
398674,2004,3,3,4,18,55,32.47937222,-86.43696667
398675,2004,2,20,6,21,8,30.68365556,-88.12782778
398676,2004,3,3,4,16,36,33.14542222,-85.37639444
398677,2004,3,5,6,23,22,32.50344722,-85.04989444
398678,2004,2,22,1,23,10,30.66589722,-88.05974722
398679,2004,2,22,1,13,40,32.335375,-86.36401667
398680,2004,3,6,7,16,54,30.74930556,-88.11402778
398681,2004,3,4,5,13,0,34.16380278,-85.72073333
398682,2004,3,12,6,19,35,33.00433056,-87.616825
398683,2004,3,8,2,18,2,32.42339444,-86.22728889
398684,2004,3,15,2,19,30,31.05845833,-88.024375
398685,2004,3,19,6,11,55,33.337525,-86.77944167
398686,2004,4,1,5,23,55,30.82073889,-88.09498056
398687,2004,3,20,7,0,27,30.72899167,-88.09733333
398688,2004,3,21,1,13,16,32.63945278,-87.29519167
398689,2004,3,26,6,23,51,33.35397778,-86.844425
398690,2004,3,31,4,8,24,31.29792778,-85.77834167
398691,2004,4,2,6,2,50,33.94370278,-87.83957222
398692,2004,4,3,7,10,47,34.34573889,-86.279325
398693,2004,4,3,7,22,27,34.79569167,-87.67299167
398694,2004,4,3,7,19,20,33.40991667,-86.97048056
398695,2004,4,4,1,21,9,33.29142778,-86.79387778
398696,2004,4,18,1,12,15,34.19780278,-88.13715278
398697,2004,4,10,7,16,30,31.16108889,-85.34607778
398698,2004,4,10,7,17,25,33.79735833,-86.81926944
398699,2004,4,19,2,8,0,30.67831667,-88.22531944
398700,2004,4,12,2,22,55,32.42246667,-86.26864444
398701,2004,4,14,4,13,12,32.37706944,-86.32294167
398702,2004,4,15,5,18,30,34.7745,-87.00113333
398703,2004,4,19,2,15,25,30.65862778,-88.08784444
398704,2004,4,20,3,15,18,33.63876667,-86.80721667
398705,2004,4,17,7,19,35,30.72461667,-88.117325
398706,2004,4,17,7,19,47,30.64036389,-88.19451389
398707,2004,4,21,4,5,10,30.57155,-88.17118056
398708,2004,4,18,1,14,7,33.20813889,-87.52431667
398709,2004,4,22,5,8,10,34.17521944,-86.46243611
398710,2004,5,5,4,23,50,33.40975,-86.76076111
398711,2004,5,1,7,4,0,33.05258611,-87.99685278
398712,2004,5,1,7,22,25,34.796025,-87.12779444
398713,2004,4,23,6,8,10,31.98626667,-86.49065556
398714,2004,5,1,7,21,55,33.70712778,-86.19141944
398715,2004,5,1,7,15,12,34.60378056,-86.97998889
398716,2004,4,23,6,21,40,31.77334722,-87.63829444
398717,2004,4,23,6,13,0,33.92658333,-87.47102778
398718,2004,5,2,1,15,0,33.77726111,-87.02587778
398719,2004,5,3,2,15,45,33.38764444,-85.37803056
398720,2004,5,4,3,3,30,33.89124167,-86.75654444
398721,2004,4,23,6,16,10,32.04029722,-88.25402222
398722,2004,5,4,3,13,25,32.32643889,-86.32855
398723,2004,5,5,4,9,10,31.17284444,-85.93435278
398724,2004,4,24,7,17,45,30.921875,-87.85429167
398725,2004,4,25,1,1,0,33.14025833,-87.6445
398726,2004,4,26,2,7,0,31.86679444,-87.77259722
398727,2004,4,27,3,7,15,32.296075,-85.68874722
398728,2004,4,28,4,10,0,33.82918611,-87.20595278
398729,2004,4,28,4,17,0,32.77885,-87.27656111
398730,2004,4,30,6,21,10,33.10124167,-88.13961111
398731,2004,5,1,7,24,0,32.37478056,-86.93281389
398732,2004,5,5,4,12,57,32.36560278,-86.26981111
398733,2004,5,6,5,4,5,30.82835833,-88.38208889
398734,2004,5,8,7,21,32,32.60334722,-86.20783889
398735,2004,5,1,7,18,57,32.34158889,-85.02191111
398736,2004,5,9,1,3,0,32.60032222,-85.58072222
398737,2004,5,9,1,19,45,32.92501944,-85.29979722
398738,2004,5,10,2,11,13,34.65325556,-87.528075
398739,2004,5,9,1,22,50,30.67853056,-88.16944722
398740,2004,5,10,2,22,0,30.64943889,-88.12711111
398741,2004,5,12,4,17,55,32.18831111,-85.82966389
398742,2004,5,13,5,8,40,30.44180556,-88.21716667
398743,2004,5,10,2,16,20,32.60364444,-86.66378611
398744,2004,5,14,6,18,30,32.83535,-86.33405833
398745,2004,5,14,6,12,55,34.515525,-87.22437222
398746,2004,3,16,3,8,52,34.705075,-86.62707778
398747,2004,5,14,6,2,1,34.60099167,-87.00974167
398748,2004,3,19,6,14,30,32.79155,-86.60035556
398749,2004,3,26,6,23,20,33.86880278,-87.24840833
398750,2004,3,28,1,20,36,34.16566111,-86.87397778
398751,2004,5,15,7,14,8,34.13291944,-86.80476944
398752,2004,3,29,2,10,10,34.02278333,-86.04543056
398753,2004,4,6,3,12,56,34.71618056,-87.69507778
398754,2004,5,16,1,6,10,30.64948889,-88.12701667
398755,2004,4,7,4,17,13,33.88878333,-87.28336389
398756,2004,5,16,1,16,35,32.56559167,-86.12694444
398757,2004,4,16,6,23,26,33.23971667,-87.57706389
398758,2004,5,17,2,18,55,32.86181944,-87.33045556
398759,2004,4,17,7,10,50,34.85536389,-87.51418611
398760,2004,5,17,2,23,19,33.46944444,-86.93439167
398761,2004,5,18,3,3,20,32.82805,-87.86339444
398762,2004,5,18,3,15,15,33.11141944,-87.47206389
398763,2004,5,18,3,5,50,31.16010278,-87.37418333
398764,2004,5,19,4,2,50,30.56675,-88.12926111
398765,2004,4,18,1,1,43,31.20256667,-85.39144444
398766,2004,5,20,5,13,10,32.58264722,-85.16446944
398767,2004,4,19,2,1,30,34.90282222,-86.53191389
398768,2004,5,20,5,11,20,33.66828611,-86.66615278
398769,2004,5,20,5,19,10,33.1156,-87.55140556
398770,2004,5,21,6,13,45,32.09933333,-86.46993056
398771,2004,4,20,3,11,0,33.96840833,-86.12083889
398772,2004,4,22,5,20,40,34.64201944,-87.68993889
398773,2004,4,22,5,8,5,33.99655556,-86.86041389
398774,2004,5,21,6,12,50,34.08782778,-87.60441111
398775,2004,5,21,6,10,35,33.68608611,-85.46080278
398776,2004,4,25,1,10,0,34.62971667,-87.64826667
398777,2004,5,21,6,19,10,33.19343889,-87.25032222
398778,2004,5,22,7,9,10,33.96560556,-86.76094444
398779,2004,4,26,2,5,45,30.61990278,-88.13331389
398780,2004,5,23,1,16,45,32.58446111,-85.18641389
398781,2004,5,22,7,17,0,33.55065,-88.22472778
398782,2004,5,23,1,22,55,34.56136389,-86.19229444
398783,2004,5,23,1,18,10,33.24925833,-86.47346111
398784,2004,5,24,2,14,24,32.92812778,-87.86134722
398785,2004,5,23,1,22,30,31.88073611,-85.15919722
398786,2004,5,24,2,3,30,33.43041111,-86.74223056
398787,2004,5,24,2,9,54,33.33349167,-86.77916389
398788,2004,5,24,2,14,45,30.92212778,-88.20003889
398789,2004,5,24,2,6,45,32.46263611,-86.12127778
398790,2004,5,25,3,18,15,33.17388056,-87.51043056
398791,2004,5,29,7,6,30,32.54106667,-86.43167222
398792,2004,5,29,7,20,31,32.30471111,-86.98341111
398793,2004,5,30,1,15,0,34.14136111,-87.72749444
398794,2004,5,31,2,17,35,34.07806944,-87.46325556
398795,2004,5,31,2,8,5,30.60808056,-87.56431111
398796,2004,2,19,5,7,25,33.652,-86.70306667
398797,2004,3,25,5,11,55,33.20763889,-86.203425
398798,2004,3,26,6,17,36,33.49760278,-86.81479722
398799,2004,4,8,5,23,0,33.54151944,-86.74771111
398800,2004,4,18,1,22,30,33.53365556,-86.86646667
398801,2004,5,12,4,17,0,34.448475,-85.74560833
398802,2004,4,18,1,20,40,33.96352222,-86.99915
398803,2004,4,20,3,8,30,31.27448889,-86.24902222
398804,2004,5,15,7,16,18,34.23382222,-85.88384722
398805,2004,5,16,1,0,3,32.42440833,-85.01990278
398806,2004,4,25,1,4,40,31.90156389,-85.14594444
398807,2004,5,6,5,14,55,32.08769722,-88.25126944
398808,2004,4,25,1,20,30,32.88544444,-88.30265
398809,2004,5,16,1,16,0,31.45929444,-85.646625
398810,2004,5,6,5,18,19,33.98046389,-85.61673056
398811,2004,5,6,5,6,45,33.58609722,-86.73251111
398812,2004,5,19,4,0,58,32.3694,-86.325325
398813,2004,5,7,6,22,57,33.12684444,-87.54405833
398814,2004,5,9,1,16,10,34.46048056,-85.70475
398815,2004,5,19,4,15,7,34.45196667,-86.15350833
398816,2004,6,14,2,14,41,34.51666667,-85.66249444
398817,2004,6,15,3,21,43,33.20648889,-87.49288611
398818,2004,6,18,6,23,0,32.00205,-86.02780278
398819,2004,5,25,3,16,18,32.61048611,-85.35291944
398820,2004,6,18,6,22,50,33.31858056,-87.64599444
398821,2004,6,19,7,18,35,34.79284444,-86.78538333
398822,2004,6,19,7,23,30,31.80055556,-87.53404722
398823,2004,5,25,3,12,55,32.87639444,-87.86866111
398824,2004,6,19,7,20,5,30.54982778,-88.28476944
398825,2004,6,20,1,6,0,33.86847778,-86.27487778
398826,2004,6,20,1,23,5,31.09851111,-87.15781389
398827,2004,6,20,1,17,0,34.43385833,-86.58419722
398828,2004,6,22,3,10,40,31.13838056,-87.41973611
398829,2004,5,26,4,18,48,34.04820833,-86.110875
398830,2004,6,22,3,17,10,32.68880278,-87.93530278
398831,2004,5,26,4,10,30,31.54038611,-86.23361944
398832,2004,6,23,4,17,45,30.51639444,-87.75898889
398833,2004,6,25,6,14,35,33.58829167,-86.09509167
398834,2004,6,26,7,1,20,32.91280556,-85.73849444
398835,2004,6,26,7,19,30,31.50338056,-87.43557778
398836,2004,6,27,1,16,0,33.01433056,-86.60936389
398837,2004,6,28,2,18,10,32.62041389,-86.30595833
398838,2004,6,24,5,16,0,33.91116389,-87.44465278
398839,2004,5,27,5,8,30,33.57276111,-86.90203333
398840,2004,6,28,2,16,33,34.92340556,-86.0828
398841,2004,5,29,7,22,0,33.72972778,-86.46911111
398842,2004,7,1,5,20,15,34.17470556,-86.65594167
398843,2004,5,29,7,22,55,32.27411111,-85.26787778
398844,2004,7,1,5,14,25,30.47236111,-87.75075
398845,2004,7,2,6,22,15,33.82942222,-86.11542778
398846,2004,7,3,7,8,0,34.63329722,-87.40732778
398847,2004,7,4,1,19,10,30.56929722,-88.28971389
398848,2004,7,5,2,12,20,33.60891667,-85.79695278
398849,2004,7,5,2,23,30,34.02321111,-85.60968056
398850,2004,7,5,2,14,15,33.22809167,-87.69925
398851,2004,7,6,3,14,20,31.20352222,-87.05283056
398852,2004,7,6,3,21,22,31.32666667,-85.88861111
398853,2004,7,7,4,23,20,32.22027222,-86.29341944
398854,2004,7,7,4,20,50,33.284425,-87.57129722
398855,2004,7,8,5,12,30,32.21038333,-88.36793889
398856,2004,7,9,6,18,15,33.33992778,-86.43095556
398857,2004,7,9,6,3,38,33.37580833,-87.09388611
398858,2004,7,11,1,1,15,33.04623889,-86.746925
398859,2004,7,11,1,3,15,32.69689444,-85.81427222
398860,2004,7,11,1,20,0,32.18156944,-87.93078333
398861,2004,5,29,7,8,32,34.86939167,-87.54231944
398862,2004,7,11,1,2,0,34.21746667,-86.34558611
398863,2004,7,14,4,22,0,30.45542222,-88.23942222
398864,2004,7,14,4,23,50,33.69551667,-87.40441667
398865,2004,7,15,5,8,59,32.86673611,-85.44039444
398866,2004,7,17,7,8,45,34.61835833,-86.38358889
398867,2004,7,18,1,20,30,30.55241944,-88.34453333
398868,2004,7,26,2,22,57,34.81828611,-86.57151944
398869,2004,5,31,2,19,15,32.57183333,-86.26085556
398870,2004,6,2,4,11,18,30.96356667,-87.76419444
398871,2004,6,16,4,9,45,33.68266667,-87.53696667
398872,2004,6,26,7,15,45,31.76916389,-85.91245278
398873,2004,7,3,7,7,30,34.10359167,-86.71090278
398874,2004,6,14,2,18,40,34.24615833,-85.90710833
398875,2004,7,2,6,13,15,31.74245,-86.71280833
398876,2004,7,8,5,15,20,34.79185833,-87.05496667
398877,2004,6,2,4,12,30,34.76370833,-86.85922778
398878,2004,7,13,3,13,45,34.02603333,-87.50553056
398879,2004,7,16,6,15,20,31.42225556,-87.10876944
398880,2004,7,16,6,18,25,30.49434167,-88.23813611
398881,2004,7,17,7,18,10,32.47046389,-86.874025
398882,2004,7,17,7,16,30,34.27350833,-86.56664722
398883,2004,7,18,1,1,15,34.09184722,-86.11103889
398884,2004,7,18,1,6,0,34.13451944,-87.52256111
398885,2004,6,4,6,17,35,31.2654,-87.21961944
398886,2004,6,5,7,0,21,33.18225,-87.55733611
398887,2004,7,22,5,12,30,31.85784167,-87.64667778
398888,2004,6,5,7,18,43,34.68410278,-87.56405
398889,2004,6,5,7,2,30,33.08928333,-86.5359
398890,2004,6,5,7,20,0,31.96513056,-85.53783333
398891,2004,7,22,5,22,25,34.56199444,-87.97414722
398892,2004,7,23,6,15,44,33.88558056,-86.64295833
398893,2004,7,23,6,11,40,32.09059444,-86.18699167
398894,2004,7,23,6,15,14,34.21175833,-86.76229167
398895,2004,6,5,7,5,5,32.46386667,-86.63965833
398896,2004,7,24,7,0,55,33.57003611,-86.49854722
398897,2004,6,6,1,1,15,30.52654722,-88.199625
398898,2004,7,27,3,6,45,32.83476667,-86.59278056
398899,2004,7,27,3,1,10,33.73284722,-86.49486111
398900,2004,6,6,1,2,35,33.57251389,-86.89412778
398901,2004,6,6,1,5,30,33.62557222,-85.70778889
398902,2004,8,1,1,14,48,32.53237222,-86.44411111
398903,2004,7,15,5,18,30,32.47340556,-85.21766667
398904,2004,7,23,6,15,15,33.5486,-85.89607778
398905,2004,7,25,1,99,99,32.93680833,-87.16479167
398906,2004,7,25,1,16,35,31.86055833,-87.57060278
398907,2004,6,8,3,21,45,32.1294,-85.96279444
398908,2004,7,26,2,16,15,34.83372778,-86.87293889
398909,2004,7,27,3,16,20,32.34065833,-86.41088889
398910,2004,7,28,4,17,5,32.528075,-85.60096944
398911,2004,8,1,1,21,5,32.38207222,-86.19626111
398912,2004,6,8,3,23,39,31.72784444,-86.32117222
398913,2004,6,8,3,14,40,34.927475,-87.53163889
398914,2004,8,3,3,18,30,31.07129444,-87.51487778
398915,2004,8,4,4,13,25,31.53312222,-85.56318611
398916,2004,7,29,5,16,45,34.80090278,-86.701125
398917,2004,6,8,3,5,55,33.25164444,-85.74956111
398918,2004,8,4,4,1,45,31.5881,-85.55565
398919,2004,8,5,5,23,15,34.74276667,-86.20388056
398920,2004,6,8,3,8,0,34.05616667,-85.45956667
398921,2004,8,5,5,17,15,32.325175,-85.15789722
398922,2004,8,5,5,12,10,33.086525,-86.87343889
398923,2004,8,6,6,16,25,30.50449444,-87.75069722
398924,2004,6,10,5,14,20,33.620025,-85.75513611
398925,2004,8,7,7,2,30,32.555275,-87.34776111
398926,2004,8,9,2,6,27,33.05545833,-86.75807222
398927,2004,6,11,6,17,30,33.04999444,-87.59468889
398928,2004,6,12,7,8,45,33.99565278,-85.70937778
398929,2004,6,12,7,12,35,32.70236667,-85.786175
398930,2004,8,9,2,23,1,34.300825,-86.14491389
398931,2004,6,13,1,18,10,32.37530833,-86.03062222
398932,2004,6,13,1,7,0,31.31943611,-85.28294722
398933,2004,6,13,1,19,9,32.26168889,-85.16295278
398934,2004,6,14,2,0,20,34.29884167,-86.69773889
398935,2004,6,14,2,1,10,34.15241111,-86.638925
398936,2004,6,14,2,17,58,34.79155833,-87.06920278
398937,2004,6,27,1,0,25,33.203,-87.46090833
398938,2004,8,9,2,0,45,30.46406667,-88.16893056
398939,2004,7,2,6,15,43,31.32004167,-86.48132778
398940,2004,8,13,6,23,0,31.45392778,-85.68396111
398941,2004,8,13,6,18,55,34.81019444,-86.508575
398942,2004,8,13,6,2,0,30.61715556,-88.29335278
398943,2004,3,18,5,2,17,30.68197778,-88.19759444
398944,2004,5,22,7,2,0,34.65880833,-86.04183333
398945,2004,6,1,3,1,20,33.84596667,-86.24071667
398946,2004,6,5,7,15,23,34.31642222,-86.52658889
398947,2004,6,10,5,11,18,32.65496111,-85.45084444
398948,2004,6,13,1,14,28,33.77129722,-86.81313611
398949,2004,6,14,2,20,5,31.10599167,-85.69681944
