id,year,month,day,weekday,hour,minute,lat,lon
,2001,7,18,4,17,25,31.01464722,-86.534775
,2001,7,28,7,15,10,33.61481111,-85.74939722
,2001,7,28,7,5,0,32.93369444,-86.66213611
,2001,7,8,1,0,1,33.51988889,-86.8684
,2001,7,24,3,4,46,30.58872778,-88.22582222
,2001,7,20,6,6,0,31.25708889,-85.597925
,2001,7,25,4,23,40,33.42591389,-86.29898889
,2001,7,24,3,13,0,32.44388611,-87.23952778
,2001,7,22,1,3,30,32.46027778,-85.85194444
,2001,7,22,1,4,40,33.60038611,-86.32110278
,2001,7,22,1,14,40,33.81605833,-86.98693611
,2001,7,25,4,9,12,33.67291389,-86.83149722
,2001,7,27,6,3,10,32.43721389,-85.87229444
,2001,7,28,7,0,30,32.78288333,-87.52116111
,2001,7,29,1,0,30,32.70707778,-85.76111944
,2001,7,25,4,8,0,31.59058333,-85.83335
,2001,7,30,2,2,10,33.92847222,-87.75898889
,2001,7,29,1,12,25,34.25156944,-85.55001667
,2001,7,28,7,1,10,30.74356389,-87.89394167
,2001,7,18,4,2,30,34.85154722,-85.86021111
,2001,7,12,5,8,50,33.41430833,-86.94457778
,2001,7,27,6,23,5,34.39148333,-86.55399722
,2001,7,29,1,3,10,32.76742222,-87.74625278
,2001,7,10,3,16,24,32.41633611,-87.02413889
,2001,7,23,2,14,11,30.56726389,-87.65595833
,2001,7,26,5,17,50,30.89104167,-87.76977222
,2001,7,19,5,13,50,33.45022222,-86.81729444
,2001,7,28,7,16,25,32.13138333,-86.38640278
,2001,7,22,1,8,40,34.61654444,-86.08484444
,2001,7,22,1,22,25,32.28122778,-85.00611944
,2001,7,24,3,11,0,32.01981944,-87.33784167
,2001,7,14,7,11,35,32.363075,-86.17135
,2001,7,23,2,16,46,32.29891111,-86.34994167
,2001,7,21,7,3,15,32.328475,-86.29475556
,2001,7,28,7,8,50,32.36311111,-86.17091944
,2001,7,6,6,13,56,34.15905833,-86.83679444
,2001,7,7,7,14,0,32.67250833,-88.1773
,2001,7,26,5,14,2,33.53830556,-86.82846111
,2001,7,21,7,6,30,33.57757778,-86.78048889
,2001,7,9,2,1,0,33.52790833,-86.80424722
,2001,7,24,3,5,50,32.44012778,-87.03415833
,2001,7,28,7,17,47,33.61083333,-86.12440556
,2001,7,2,2,11,45,34.50251111,-85.839975
,2001,7,17,3,13,10,33.45039167,-86.99670278
,2001,8,2,5,2,25,32.19383056,-86.41853889
,2001,8,3,6,17,20,33.62280278,-85.75039722
,2001,8,5,1,0,50,31.29525278,-87.07877778
,2001,8,7,3,7,30,31.49235833,-86.94489444
,2001,8,1,4,21,30,30.52377222,-88.22048889
,2001,8,3,6,16,58,31.94581389,-87.98220556
,2001,8,7,3,4,40,33.9371,-87.39744167
,2001,8,10,6,5,0,34.85362222,-86.59470833
,2001,8,5,1,14,20,32.04781667,-85.08638333
,2001,8,7,3,18,20,34.9752,-86.88213333
,2001,8,9,5,1,40,34.73228889,-87.00347222
,2001,8,9,5,13,3,34.47403333,-86.80042778
,2001,8,1,4,17,5,30.75571111,-88.21768333
,2001,8,6,2,23,0,30.59663333,-88.16070833
,2001,8,7,3,18,0,34.20097222,-87.43765833
,2001,8,12,1,0,1,33.77595,-88.02951389
,2001,8,12,1,0,6,34.73538889,-86.62301111
,2001,8,11,7,0,10,32.86570278,-85.45301389
,2001,8,11,7,20,0,32.57487222,-85.76504444
,2001,8,7,3,22,13,34.14028889,-86.26967778
,2001,8,18,7,19,30,32.53888889,-86.44023611
,2001,8,16,5,6,55,32.56634722,-85.06095833
,2001,8,17,6,19,30,33.97179167,-86.72906667
,2001,8,3,6,16,28,34.095525,-85.89007778
,2001,8,17,6,8,34,33.64064167,-85.52476111
,2001,8,11,7,12,30,31.06347222,-87.26990833
,2001,8,18,7,19,30,34.43219722,-87.69043056
,2001,8,19,1,20,55,33.43702778,-86.95393333
,2001,8,19,1,12,15,31.78043056,-88.37420278
,2001,8,21,3,6,20,31.53326944,-86.90150833
,2001,8,23,5,14,30,32.65636389,-86.49956389
,2001,8,25,7,23,15,32.52540833,-86.21155556
,2001,8,14,3,2,30,34.14391389,-86.76126944
,2001,8,26,1,10,5,30.73349722,-88.24694167
,2001,8,21,3,18,12,33.62691389,-86.13933611
,2001,8,26,1,21,25,31.49651389,-86.93206111
,2001,8,20,2,14,5,34.18235,-86.86206389
,2001,8,28,3,3,13,34.26410833,-87.49823611
,2001,8,22,4,2,30,34.35811667,-86.62660556
,2001,8,3,6,21,34,32.64328333,-85.34818889
,2001,8,27,2,20,35,30.63524722,-88.14113333
,2001,8,27,2,16,0,33.21191389,-87.20953333
,2001,8,4,7,5,40,34.15063333,-87.39926389
,2001,8,31,6,17,50,33.80729444,-87.1424
,2001,8,7,3,16,15,32.57516389,-88.24935833
,2001,8,28,3,1,35,32.27502778,-85.30979444
,2001,8,18,7,9,5,34.570975,-86.12669444
,2001,8,13,2,12,29,30.81096389,-88.26016667
,2001,8,28,3,19,0,34.70312778,-86.60024167
,2001,8,22,4,13,0,33.38483333,-85.29854722
,2001,8,31,6,20,45,30.76750833,-88.37353333
,2001,8,1,4,6,20,31.82877222,-86.65703889
,2001,8,24,6,5,40,33.22563056,-87.58066111
,2001,8,31,6,13,45,34.32969167,-87.03645556
,2001,8,3,6,8,40,33.72613611,-87.00822222
,2001,8,25,7,7,0,31.71961667,-87.52261389
,2001,9,1,7,4,0,31.65371944,-85.35950833
,2001,9,3,2,20,30,32.64963889,-86.69728056
,2001,9,2,1,16,45,34.97040278,-87.19634167
,2001,9,2,1,12,35,34.10757778,-86.80797778
,2001,9,10,2,8,24,33.74750833,-87.072075
,2001,9,7,6,8,45,34.11370278,-86.83792778
,2001,9,8,7,3,50,32.67428889,-85.33074444
,2001,9,11,3,11,4,34.64906944,-87.80422222
,2001,9,14,6,15,52,34.74203056,-86.59170278
,2001,9,12,4,13,15,33.58415278,-86.03923611
,2001,9,5,4,20,30,33.88083889,-87.32848889
,2001,9,9,1,10,50,33.92367778,-87.62394444
,2001,9,2,1,20,15,31.93101667,-87.97924444
,2001,9,4,3,18,30,31.53440556,-87.90525
,2001,9,9,1,1,15,34.27603333,-86.52594167
,2001,9,12,4,0,1,34.74294444,-87.92508889
,2001,9,15,7,3,0,32.98810556,-87.789275
,2001,9,16,1,20,25,34.82223889,-86.86050278
,2001,9,21,6,18,10,34.95204722,-86.892775
,2001,9,14,6,17,10,32.34137778,-86.04075278
,2001,9,11,3,10,45,33.96521944,-85.75723056
,2001,9,12,4,23,10,33.68899722,-85.885325
,2001,9,15,7,10,45,33.60386389,-86.01273056
,2001,9,22,7,19,55,33.05230278,-86.81128889
,2001,9,12,4,19,39,31.11294167,-86.11107778
,2001,9,14,6,23,0,32.18925,-85.87530833
,2001,9,3,2,7,35,33.690875,-87.84049722
,2001,9,18,3,16,30,34.66885,-87.6995
,2001,9,19,4,17,50,34.72219722,-86.37150556
,2001,9,6,5,8,0,33.549625,-86.80906667
,2001,9,27,5,22,5,32.44983889,-86.15318611
,2001,9,26,4,7,40,32.82538056,-85.44374444
,2001,9,24,2,16,40,34.56511667,-85.61759167
,2001,9,4,3,9,10,33.89178333,-86.75420556
,2001,9,7,6,11,40,33.77853333,-86.81746111
,2001,9,23,1,15,0,33.53779444,-85.63608056
,2001,9,27,5,1,5,34.82651389,-87.08031389
,2001,9,16,1,21,55,30.55241667,-88.12379722
,2001,9,2,1,22,20,33.52262778,-86.81071944
,2001,9,22,7,5,15,30.69292222,-88.03014444
,2001,9,28,6,10,40,33.00048889,-86.03330833
,2001,9,29,7,5,57,33.785975,-86.27345
,2001,9,30,1,13,40,32.56146944,-85.12312222
,2001,9,7,6,13,25,33.93241944,-88.01802778
,2001,9,15,7,1,25,33.19978333,-87.56656667
,2001,9,28,6,18,55,31.32586111,-86.94334444
,2001,9,28,6,8,15,30.80826111,-88.39026389
,2001,9,30,1,4,15,31.015025,-87.84744167
,2001,9,7,6,10,20,33.94870833,-85.57578611
,2001,9,26,4,7,45,34.43043333,-85.92980833
,2001,9,26,4,22,50,34.03358333,-86.15114722
,2001,9,30,1,15,43,33.51705278,-86.14839444
,2001,9,15,7,22,10,33.24059167,-87.15266667
,2001,9,29,7,21,35,34.17843889,-86.74262222
,2001,9,24,2,19,10,31.76386944,-87.71101389
,2001,9,28,6,22,25,32.07830833,-87.84983056
,2001,9,15,7,23,58,33.68185,-85.82475556
,2001,9,16,1,0,1,33.73655278,-85.79429722
,2001,9,5,4,20,10,33.17145278,-87.42133056
,2001,9,19,4,23,30,32.96656944,-86.00368889
,2001,9,20,5,16,20,34.53603333,-86.42000278
,2001,9,9,1,2,50,33.50651389,-86.82796944
,2001,9,5,4,19,40,31.87574167,-86.41151389
,2001,9,22,7,0,2,33.17103056,-86.28214167
,2001,9,27,5,22,10,32.42248333,-86.22811111
,2001,9,8,7,13,15,34.48855833,-87.73225
,2001,9,18,3,23,52,33.53318889,-86.80091111
,2001,9,14,6,23,35,34.69573333,-85.99521944
,2001,9,19,4,13,55,33.45335556,-86.96832778
,2001,9,26,4,21,45,34.09823611,-86.36196667
,2001,9,28,6,19,50,30.34188889,-87.68313056
,2001,9,16,1,17,30,32.28914167,-86.33936111
,2001,10,3,4,14,40,31.40332778,-87.21641111
,2001,10,2,3,16,36,34.68893056,-85.79603056
,2001,10,5,6,19,15,32.21381944,-88.126025
,2001,10,1,2,15,25,33.62991111,-85.915925
,2001,10,9,3,5,45,32.6036,-86.16223611
,2001,10,8,2,14,15,31.83704722,-85.89841667
,2001,10,13,7,17,50,33.55560556,-86.888125
,2001,10,4,5,12,15,31.42338333,-88.02725556
,2001,10,7,1,12,10,31.46553056,-87.33974722
,2001,10,12,6,15,20,32.45113333,-86.733575
,2001,10,5,6,15,20,34.8867,-87.79326111
,2001,10,2,3,3,5,32.34356111,-86.24849444
,2001,10,5,6,23,45,31.41818333,-85.56829167
,2001,10,4,5,13,20,32.17739722,-85.816325
,2001,10,20,7,8,0,33.42149722,-85.31774167
,2001,10,3,4,19,30,30.70062222,-88.12924722
,2001,10,17,4,19,25,31.15445278,-85.17858056
,2001,10,14,1,17,12,32.09164722,-85.76119722
,2001,10,15,2,9,0,34.46992778,-87.43257222
,2001,10,16,3,16,45,34.57005556,-87.06221389
,2001,10,18,5,3,15,34.54105833,-87.37854167
,2001,10,9,3,19,0,32.32673611,-86.30096389
,2001,10,16,3,4,35,32.33238611,-86.23155833
,2001,10,19,6,22,10,32.71675556,-86.23674444
,2001,10,21,1,18,30,32.42090833,-88.36999722
,2001,10,23,3,14,50,32.42965278,-87.77428333
,2001,10,25,5,13,50,32.763525,-86.56166389
,2001,10,7,1,12,30,30.74218333,-87.7935
,2001,10,16,3,23,40,32.65475833,-86.92394444
,2001,10,3,4,17,42,34.80645278,-87.07168056
,2001,10,14,1,19,49,31.402675,-87.34279167
,2001,10,10,4,13,45,34.48293056,-87.37202222
,2001,10,26,6,11,40,33.72261667,-88.10218889
,2001,10,29,2,1,50,34.17007222,-86.87497222
,2001,10,5,6,5,30,34.66175278,-86.10165556
,2001,10,16,3,14,15,32.96161944,-86.75803056
,2001,10,19,6,4,0,33.91065833,-87.09027778
,2001,10,20,7,22,45,33.939425,-86.67933056
,2001,10,21,1,2,0,32.96250278,-87.90210833
,2001,10,28,1,16,42,33.58626111,-85.68304722
,2001,10,30,3,14,25,31.78068889,-88.37811389
,2001,10,30,3,23,45,33.43129167,-86.82410278
,2001,10,13,7,10,0,30.60396111,-87.65589722
,2001,10,31,4,20,12,32.14292222,-86.17665556
,2001,10,28,1,19,30,30.63865,-88.37887778
,2001,10,28,1,16,15,32.74111667,-85.78773056
,2001,10,13,7,19,40,34.81152778,-86.93148889
,2001,10,27,7,2,0,31.10102222,-87.50870833
,2001,10,28,1,1,15,31.49704444,-87.11747222
,2001,10,25,5,15,0,34.23247778,-85.54602222
,2001,10,28,1,9,35,32.31091111,-86.36057778
,2001,10,31,4,7,5,34.25666111,-86.09617222
,2001,10,12,6,9,5,34.7497,-86.63267222
,2001,10,12,6,12,45,34.79274167,-86.57210556
,2001,10,17,4,13,28,33.24921389,-86.80641111
,2001,10,25,5,0,25,33.65996111,-86.71807778
,2001,10,24,4,7,0,34.24214722,-87.89323611
,2001,10,30,3,15,5,31.042825,-85.84478333
,2001,10,23,3,21,15,33.546375,-86.750475
,2001,10,23,3,12,25,33.53133056,-86.79719167
,2001,10,24,4,4,24,33.48048056,-86.97001111
,2001,10,23,3,19,18,31.17598333,-85.40191667
,2001,10,27,7,1,30,34.64744167,-86.55704722
,2001,10,27,7,9,23,32.49904444,-85.05639722
,2001,10,21,1,3,45,33.29783333,-87.03566111
,2001,10,21,1,14,21,33.92128889,-86.22315
,2001,10,30,3,20,43,33.75004167,-87.04099444
,2001,10,31,4,16,56,33.18713333,-87.41954722
,2001,10,6,7,0,30,33.168825,-87.50386389
,2001,11,2,6,18,40,31.06863611,-85.67921111
,2001,11,3,7,20,55,33.81214444,-87.77650278
,2001,11,2,6,20,5,32.45557222,-85.14641667
,2001,11,7,4,5,20,32.24125556,-86.49506667
,2001,11,4,1,6,55,32.70211389,-85.52625278
,2001,11,6,3,18,45,31.420475,-86.16155
,2001,11,3,7,3,15,30.36293611,-88.11496944
,2001,11,4,1,1,30,31.29078611,-86.95300556
,2001,11,11,1,21,30,32.52774722,-86.48358889
,2001,11,5,2,8,55,33.44840833,-86.88020278
,2001,11,8,5,22,40,34.14580278,-85.98858056
,2001,11,9,6,14,14,33.6419,-85.51553611
,2001,11,12,2,0,30,33.01466111,-86.71271111
,2001,11,13,3,6,45,31.15857778,-85.18559167
,2001,11,17,7,17,30,31.06602222,-85.40495833
,2001,11,1,5,8,10,33.69608333,-86.52374722
,2001,11,14,4,9,20,34.96556944,-86.56823611
,2001,11,2,6,6,30,34.02525833,-86.45050278
,2001,11,10,7,16,40,33.90950278,-87.44466944
,2001,11,14,4,8,5,34.85761944,-87.05357222
,2001,11,3,7,5,50,33.18442222,-87.34355
,2001,11,11,1,14,45,32.53306389,-85.47763889
,2001,11,20,3,23,30,34.41846111,-87.57998889
,2001,11,1,5,12,40,30.37575278,-88.239975
,2001,11,24,7,3,30,32.51655278,-86.43424167
,2001,11,24,7,11,0,34.87758889,-86.56924444
,2001,11,3,7,23,17,34.72951667,-86.85131944
,2001,11,11,1,17,20,32.078425,-87.73040556
,2001,11,24,7,8,5,34.07188611,-87.97784444
,2001,11,25,1,13,15,33.34945278,-87.61513333
,2001,11,19,2,11,0,33.55736944,-85.87977222
,2001,12,5,4,13,50,34.84558611,-87.580325
,2001,12,23,1,21,50,33.93308056,-87.73921944
,2001,1,5,6,2,22,64.81904167,-147.7854806
,2001,1,20,7,16,23,64.71336667,-148.5499972
,2001,1,2,3,7,43,61.110775,-149.8525361
,2001,1,7,1,11,13,60.52850833,-150.869375
,2001,1,21,1,3,42,61.60723889,-149.3382306
,2001,1,28,1,6,26,61.20969444,-149.8078333
,2001,2,12,2,12,31,61.18084444,-149.8520361
,2001,1,23,3,18,10,61.58000833,-149.5807472
,2001,2,18,1,3,38,61.19825278,-149.8830556
,2001,3,1,5,22,10,55.29714722,-131.5520778
,2001,3,4,1,18,1,60.73087222,-149.2993528
,2001,3,17,7,7,51,61.21658056,-149.8873444
,2001,3,21,4,0,48,57.81108333,-152.4291361
,2001,3,20,3,23,54,64.06962778,-145.6197389
,2001,3,6,3,15,4,64.09576389,-145.6322278
,2001,4,28,7,20,15,64.89223611,-147.5393111
,2001,1,18,5,15,5,61.57626111,-149.6500389
,2001,1,25,5,22,33,62.34408333,-150.2562194
,2001,2,22,5,6,52,61.31211111,-149.569075
,2001,3,19,2,21,6,61.20202222,-149.8682111
,2001,4,1,1,20,47,61.21756389,-149.8579833
,2001,4,6,6,23,21,61.1947,-149.8681889
,2001,4,15,1,6,2,61.05003611,-149.7944194
,2001,2,7,4,19,10,62.30468889,-150.2561028
,2001,2,12,2,14,29,61.724175,-148.8316333
,2001,2,12,2,21,0,63.31207222,-142.9528444
,2001,5,20,1,12,18,56.32130833,-132.2151611
,2001,6,26,3,18,21,61.18083611,-149.8053361
,2001,5,16,4,18,15,57.05363056,-135.3434417
,2001,6,17,1,17,0,60.82924167,-149.1132306
,2001,6,23,7,9,24,61.29917778,-149.5883694
,2001,6,4,2,2,38,61.20973889,-149.7783972
,2001,6,16,7,1,36,60.37169444,-151.1937861
,2001,7,5,5,6,13,60.74474444,-149.4625861
,2001,3,25,1,12,38,64.83683611,-147.789375
,2001,6,21,5,9,30,65.27068333,-150.1500667
,2001,6,23,7,2,7,61.5826,-149.6353167
,2001,5,18,6,12,10,61.72628889,-150.0377083
,2001,6,24,1,13,15,64.06611389,-142.0025667
,2001,6,14,5,22,16,59.664225,-151.4638028
,2001,6,1,6,7,45,61.55228611,-149.5324806
,2001,7,3,3,21,39,61.01713889,-149.7371778
,2001,7,9,2,3,56,61.28348611,-149.6120139
,2001,7,1,1,18,45,63.65602778,-145.9053167
,2001,7,7,7,0,23,64.80424167,-147.7109417
,2001,7,31,3,22,20,61.50615833,-149.0065806
,2001,6,30,7,9,10,64.31691944,-146.7108194
,2001,1,25,5,0,14,61.54983056,-149.8186278
,2001,7,29,1,7,7,59.74257222,-151.2456917
,2001,9,8,7,21,19,60.532325,-150.5089194
,2001,8,3,6,18,47,62.65758056,-145.4806944
,2001,8,11,7,19,23,61.12309722,-149.8545889
,2001,8,21,3,21,26,61.46763056,-149.2964417
,2001,8,21,3,15,34,61.380875,-149.535575
,2001,8,11,7,11,3,61.79479167,-148.3306667
,2001,9,2,1,5,20,61.21246389,-149.7783972
,2001,8,25,7,19,42,61.20973333,-149.7334444
,2001,9,19,4,11,45,60.50409722,-150.9527083
,2001,11,27,3,22,0,61.58054722,-149.5685333
,2001,10,19,6,99,99,65.71923056,-149.2974917
,2001,9,9,1,18,25,61.2224,-149.7784139
,2001,8,19,1,22,2,61.79713333,-150.0896694
,2001,9,9,1,17,25,61.59945556,-149.4508833
,2001,10,22,2,22,30,61.62134722,-149.7951722
,2001,10,8,2,4,19,61.209725,-149.7783972
,2001,11,21,4,12,54,61.19868611,-149.89795
,2001,10,30,3,2,25,61.46269444,-149.3451667
,2001,7,21,7,5,12,64.82060278,-147.7000028
,2001,11,19,2,10,0,55.41403611,-131.7648694
,2001,12,14,6,19,40,61.58199444,-149.4609111
,2001,12,8,7,19,1,61.79713333,-150.0896694
,2001,11,13,3,23,54,60.732625,-151.2970056
,2001,12,23,1,4,30,61.19160278,-149.8866111
,2001,12,30,1,18,7,64.88512778,-147.629325
,2001,12,23,1,4,6,64.896725,-147.6943333
,2001,10,27,7,1,0,64.48782778,-165.31695
,2001,11,16,6,18,20,61.11118056,-146.243175
,2001,12,6,5,15,0,60.66749722,-161.9477361
,2001,11,23,6,20,0,66.55039722,-145.2866
,2001,1,1,2,0,49,33.40680278,-112.0498528
,2001,1,10,4,15,45,32.30791389,-109.8926917
